sequence;now;first;second;third;fourth;fifth
571;2007/11/0510:44:43.571;12.915;undeuxtroisquatrecinq;0304/12/0500:00:00.570;Y;12915
572;2007/11/0510:44:43.572;12.916;undeuxtroisquatrecinq;0304/12/0500:00:00.571;Y;12916
573;2007/11/0510:44:43.573;12.917;undeuxtroisquatrecinq;0304/12/0500:00:00.572;Y;12917
574;2007/11/0510:44:43.574;12.918;undeuxtroisquatrecinq;0304/12/0500:00:00.573;Y;12918
575;2007/11/0510:44:43.575;12.919;undeuxtroisquatrecinq;0304/12/0500:00:00.574;Y;12919
576;2007/11/0510:44:43.576;12.920;undeuxtroisquatrecinq;0304/12/0500:00:00.575;Y;12920
577;2007/11/0510:44:43.577;12.921;undeuxtroisquatrecinq;0304/12/0500:00:00.576;Y;12921
578;2007/11/0510:44:43.578;12.922;undeuxtroisquatrecinq;0304/12/0500:00:00.577;Y;12922
579;2007/11/0510:44:43.579;12.923;undeuxtroisquatrecinq;0304/12/0500:00:00.578;Y;12923
580;2007/11/0510:44:43.580;12.924;undeuxtroisquatrecinq;0304/12/0500:00:00.579;Y;12924
581;2007/11/0510:44:43.581;12.925;undeuxtroisquatrecinq;0304/12/0500:00:00.580;Y;12925
582;2007/11/0510:44:43.582;12.926;undeuxtroisquatrecinq;0304/12/0500:00:00.581;Y;12926
583;2007/11/0510:44:43.583;12.927;undeuxtroisquatrecinq;0304/12/0500:00:00.582;Y;12927
584;2007/11/0510:44:43.584;12.928;undeuxtroisquatrecinq;0304/12/0500:00:00.583;Y;12928
585;2007/11/0510:44:43.585;12.929;undeuxtroisquatrecinq;0304/12/0500:00:00.584;Y;12929
586;2007/11/0510:44:43.586;12.930;undeuxtroisquatrecinq;0304/12/0500:00:00.585;Y;12930
587;2007/11/0510:44:43.587;12.931;undeuxtroisquatrecinq;0304/12/0500:00:00.586;Y;12931
588;2007/11/0510:44:43.588;12.932;undeuxtroisquatrecinq;0304/12/0500:00:00.587;Y;12932
589;2007/11/0510:44:43.589;12.933;undeuxtroisquatrecinq;0304/12/0500:00:00.588;Y;12933
590;2007/11/0510:44:43.590;12.934;undeuxtroisquatrecinq;0304/12/0500:00:00.589;Y;12934
591;2007/11/0510:44:43.591;12.935;undeuxtroisquatrecinq;0304/12/0500:00:00.590;Y;12935
592;2007/11/0510:44:43.592;12.936;undeuxtroisquatrecinq;0304/12/0500:00:00.591;Y;12936
593;2007/11/0510:44:43.593;12.937;undeuxtroisquatrecinq;0304/12/0500:00:00.592;Y;12937
594;2007/11/0510:44:43.594;12.938;undeuxtroisquatrecinq;0304/12/0500:00:00.593;Y;12938
595;2007/11/0510:44:43.595;12.939;undeuxtroisquatrecinq;0304/12/0500:00:00.594;Y;12939
596;2007/11/0510:44:43.596;12.940;undeuxtroisquatrecinq;0304/12/0500:00:00.595;Y;12940
597;2007/11/0510:44:43.597;12.941;undeuxtroisquatrecinq;0304/12/0500:00:00.596;Y;12941
598;2007/11/0510:44:43.598;12.942;undeuxtroisquatrecinq;0304/12/0500:00:00.597;Y;12942
599;2007/11/0510:44:43.599;12.943;undeuxtroisquatrecinq;0304/12/0500:00:00.598;Y;12943
600;2007/11/0510:44:43.600;12.944;undeuxtroisquatrecinq;0304/12/0500:00:00.599;Y;12944
601;2007/11/0510:44:43.601;12.945;undeuxtroisquatrecinq;0304/12/0500:00:00.600;Y;12945
602;2007/11/0510:44:43.602;12.946;undeuxtroisquatrecinq;0304/12/0500:00:00.601;Y;12946
603;2007/11/0510:44:43.603;12.947;undeuxtroisquatrecinq;0304/12/0500:00:00.602;Y;12947
604;2007/11/0510:44:43.604;12.948;undeuxtroisquatrecinq;0304/12/0500:00:00.603;Y;12948
605;2007/11/0510:44:43.605;12.949;undeuxtroisquatrecinq;0304/12/0500:00:00.604;Y;12949
606;2007/11/0510:44:43.606;12.950;undeuxtroisquatrecinq;0304/12/0500:00:00.605;Y;12950
607;2007/11/0510:44:43.607;12.951;undeuxtroisquatrecinq;0304/12/0500:00:00.606;Y;12951
608;2007/11/0510:44:43.608;12.952;undeuxtroisquatrecinq;0304/12/0500:00:00.607;Y;12952
609;2007/11/0510:44:43.609;12.953;undeuxtroisquatrecinq;0304/12/0500:00:00.608;Y;12953
610;2007/11/0510:44:43.610;12.954;undeuxtroisquatrecinq;0304/12/0500:00:00.609;Y;12954
611;2007/11/0510:44:43.611;12.955;undeuxtroisquatrecinq;0304/12/0500:00:00.610;Y;12955
612;2007/11/0510:44:43.612;12.956;undeuxtroisquatrecinq;0304/12/0500:00:00.611;Y;12956
613;2007/11/0510:44:43.613;12.957;undeuxtroisquatrecinq;0304/12/0500:00:00.612;Y;12957
614;2007/11/0510:44:43.614;12.958;undeuxtroisquatrecinq;0304/12/0500:00:00.613;Y;12958
615;2007/11/0510:44:43.615;12.959;undeuxtroisquatrecinq;0304/12/0500:00:00.614;Y;12959
616;2007/11/0510:44:43.616;12.960;undeuxtroisquatrecinq;0304/12/0500:00:00.615;Y;12960
617;2007/11/0510:44:43.617;12.961;undeuxtroisquatrecinq;0304/12/0500:00:00.616;Y;12961
618;2007/11/0510:44:43.618;12.962;undeuxtroisquatrecinq;0304/12/0500:00:00.617;Y;12962
619;2007/11/0510:44:43.619;12.963;undeuxtroisquatrecinq;0304/12/0500:00:00.618;Y;12963
620;2007/11/0510:44:43.620;12.964;undeuxtroisquatrecinq;0304/12/0500:00:00.619;Y;12964
621;2007/11/0510:44:43.621;12.965;undeuxtroisquatrecinq;0304/12/0500:00:00.620;Y;12965
622;2007/11/0510:44:43.622;12.966;undeuxtroisquatrecinq;0304/12/0500:00:00.621;Y;12966
623;2007/11/0510:44:43.623;12.967;undeuxtroisquatrecinq;0304/12/0500:00:00.622;Y;12967
624;2007/11/0510:44:43.624;12.968;undeuxtroisquatrecinq;0304/12/0500:00:00.623;Y;12968
625;2007/11/0510:44:43.625;12.969;undeuxtroisquatrecinq;0304/12/0500:00:00.624;Y;12969
626;2007/11/0510:44:43.626;12.970;undeuxtroisquatrecinq;0304/12/0500:00:00.625;Y;12970
627;2007/11/0510:44:43.627;12.971;undeuxtroisquatrecinq;0304/12/0500:00:00.626;Y;12971
628;2007/11/0510:44:43.628;12.972;undeuxtroisquatrecinq;0304/12/0500:00:00.627;Y;12972
629;2007/11/0510:44:43.629;12.973;undeuxtroisquatrecinq;0304/12/0500:00:00.628;Y;12973
630;2007/11/0510:44:43.630;12.974;undeuxtroisquatrecinq;0304/12/0500:00:00.629;Y;12974
631;2007/11/0510:44:43.631;12.975;undeuxtroisquatrecinq;0304/12/0500:00:00.630;Y;12975
632;2007/11/0510:44:43.632;12.976;undeuxtroisquatrecinq;0304/12/0500:00:00.631;Y;12976
633;2007/11/0510:44:43.633;12.977;undeuxtroisquatrecinq;0304/12/0500:00:00.632;Y;12977
634;2007/11/0510:44:43.634;12.978;undeuxtroisquatrecinq;0304/12/0500:00:00.633;Y;12978
635;2007/11/0510:44:43.635;12.979;undeuxtroisquatrecinq;0304/12/0500:00:00.634;Y;12979
636;2007/11/0510:44:43.636;12.980;undeuxtroisquatrecinq;0304/12/0500:00:00.635;Y;12980
637;2007/11/0510:44:43.637;12.981;undeuxtroisquatrecinq;0304/12/0500:00:00.636;Y;12981
638;2007/11/0510:44:43.638;12.982;undeuxtroisquatrecinq;0304/12/0500:00:00.637;Y;12982
639;2007/11/0510:44:43.639;12.983;undeuxtroisquatrecinq;0304/12/0500:00:00.638;Y;12983
640;2007/11/0510:44:43.640;12.984;undeuxtroisquatrecinq;0304/12/0500:00:00.639;Y;12984
641;2007/11/0510:44:43.641;12.985;undeuxtroisquatrecinq;0304/12/0500:00:00.640;Y;12985
642;2007/11/0510:44:43.642;12.986;undeuxtroisquatrecinq;0304/12/0500:00:00.641;Y;12986
643;2007/11/0510:44:43.643;12.987;undeuxtroisquatrecinq;0304/12/0500:00:00.642;Y;12987
644;2007/11/0510:44:43.644;12.988;undeuxtroisquatrecinq;0304/12/0500:00:00.643;Y;12988
645;2007/11/0510:44:43.645;12.989;undeuxtroisquatrecinq;0304/12/0500:00:00.644;Y;12989
646;2007/11/0510:44:43.646;12.990;undeuxtroisquatrecinq;0304/12/0500:00:00.645;Y;12990
647;2007/11/0510:44:43.647;12.991;undeuxtroisquatrecinq;0304/12/0500:00:00.646;Y;12991
648;2007/11/0510:44:43.648;12.992;undeuxtroisquatrecinq;0304/12/0500:00:00.647;Y;12992
649;2007/11/0510:44:43.649;12.993;undeuxtroisquatrecinq;0304/12/0500:00:00.648;Y;12993
650;2007/11/0510:44:43.650;12.994;undeuxtroisquatrecinq;0304/12/0500:00:00.649;Y;12994
651;2007/11/0510:44:43.651;12.995;undeuxtroisquatrecinq;0304/12/0500:00:00.650;Y;12995
652;2007/11/0510:44:43.652;12.996;undeuxtroisquatrecinq;0304/12/0500:00:00.651;Y;12996
653;2007/11/0510:44:43.653;12.997;undeuxtroisquatrecinq;0304/12/0500:00:00.652;Y;12997
654;2007/11/0510:44:43.654;12.998;undeuxtroisquatrecinq;0304/12/0500:00:00.653;Y;12998
655;2007/11/0510:44:43.655;12.999;undeuxtroisquatrecinq;0304/12/0500:00:00.654;Y;12999
656;2007/11/0510:44:43.656;12.1000;undeuxtroisquatrecinq;0304/12/0500:00:00.655;Y;13000
657;2007/11/0510:44:43.657;12.1001;undeuxtroisquatrecinq;0304/12/0500:00:00.656;Y;13001
658;2007/11/0510:44:43.658;12.1002;undeuxtroisquatrecinq;0304/12/0500:00:00.657;Y;13002
659;2007/11/0510:44:43.659;12.1003;undeuxtroisquatrecinq;0304/12/0500:00:00.658;Y;13003
660;2007/11/0510:44:43.660;12.1004;undeuxtroisquatrecinq;0304/12/0500:00:00.659;Y;13004
661;2007/11/0510:44:43.661;12.1005;undeuxtroisquatrecinq;0304/12/0500:00:00.660;Y;13005
662;2007/11/0510:44:43.662;12.1006;undeuxtroisquatrecinq;0304/12/0500:00:00.661;Y;13006
663;2007/11/0510:44:43.663;12.1007;undeuxtroisquatrecinq;0304/12/0500:00:00.662;Y;13007
664;2007/11/0510:44:43.664;12.1008;undeuxtroisquatrecinq;0304/12/0500:00:00.663;Y;13008
665;2007/11/0510:44:43.665;12.1009;undeuxtroisquatrecinq;0304/12/0500:00:00.664;Y;13009
666;2007/11/0510:44:43.666;12.1010;undeuxtroisquatrecinq;0304/12/0500:00:00.665;Y;13010
667;2007/11/0510:44:43.667;12.1011;undeuxtroisquatrecinq;0304/12/0500:00:00.666;Y;13011
668;2007/11/0510:44:43.668;12.1012;undeuxtroisquatrecinq;0304/12/0500:00:00.667;Y;13012
669;2007/11/0510:44:43.669;12.1013;undeuxtroisquatrecinq;0304/12/0500:00:00.668;Y;13013
670;2007/11/0510:44:43.670;12.1014;undeuxtroisquatrecinq;0304/12/0500:00:00.669;Y;13014
671;2007/11/0510:44:43.671;12.1015;undeuxtroisquatrecinq;0304/12/0500:00:00.670;Y;13015
672;2007/11/0510:44:43.672;12.1016;undeuxtroisquatrecinq;0304/12/0500:00:00.671;Y;13016
673;2007/11/0510:44:43.673;12.1017;undeuxtroisquatrecinq;0304/12/0500:00:00.672;Y;13017
674;2007/11/0510:44:43.674;12.1018;undeuxtroisquatrecinq;0304/12/0500:00:00.673;Y;13018
675;2007/11/0510:44:43.675;12.1019;undeuxtroisquatrecinq;0304/12/0500:00:00.674;Y;13019
676;2007/11/0510:44:43.676;12.1020;undeuxtroisquatrecinq;0304/12/0500:00:00.675;Y;13020
677;2007/11/0510:44:43.677;12.1021;undeuxtroisquatrecinq;0304/12/0500:00:00.676;Y;13021
678;2007/11/0510:44:43.678;12.1022;undeuxtroisquatrecinq;0304/12/0500:00:00.677;Y;13022
679;2007/11/0510:44:43.679;12.1023;undeuxtroisquatrecinq;0304/12/0500:00:00.678;Y;13023
680;2007/11/0510:44:43.680;12.1024;undeuxtroisquatrecinq;0304/12/0500:00:00.679;Y;13024
681;2007/11/0510:44:43.681;12.1025;undeuxtroisquatrecinq;0304/12/0500:00:00.680;Y;13025
682;2007/11/0510:44:43.682;12.1026;undeuxtroisquatrecinq;0304/12/0500:00:00.681;Y;13026
683;2007/11/0510:44:43.683;12.1027;undeuxtroisquatrecinq;0304/12/0500:00:00.682;Y;13027
684;2007/11/0510:44:43.684;12.1028;undeuxtroisquatrecinq;0304/12/0500:00:00.683;Y;13028
685;2007/11/0510:44:43.685;12.1029;undeuxtroisquatrecinq;0304/12/0500:00:00.684;Y;13029
686;2007/11/0510:44:43.686;12.1030;undeuxtroisquatrecinq;0304/12/0500:00:00.685;Y;13030
687;2007/11/0510:44:43.687;12.1031;undeuxtroisquatrecinq;0304/12/0500:00:00.686;Y;13031
688;2007/11/0510:44:43.688;12.1032;undeuxtroisquatrecinq;0304/12/0500:00:00.687;Y;13032
689;2007/11/0510:44:43.689;12.1033;undeuxtroisquatrecinq;0304/12/0500:00:00.688;Y;13033
690;2007/11/0510:44:43.690;12.1034;undeuxtroisquatrecinq;0304/12/0500:00:00.689;Y;13034
691;2007/11/0510:44:43.691;12.1035;undeuxtroisquatrecinq;0304/12/0500:00:00.690;Y;13035
692;2007/11/0510:44:43.692;12.1036;undeuxtroisquatrecinq;0304/12/0500:00:00.691;Y;13036
693;2007/11/0510:44:43.693;12.1037;undeuxtroisquatrecinq;0304/12/0500:00:00.692;Y;13037
694;2007/11/0510:44:43.694;12.1038;undeuxtroisquatrecinq;0304/12/0500:00:00.693;Y;13038
695;2007/11/0510:44:43.695;12.1039;undeuxtroisquatrecinq;0304/12/0500:00:00.694;Y;13039
696;2007/11/0510:44:43.696;12.1040;undeuxtroisquatrecinq;0304/12/0500:00:00.695;Y;13040
697;2007/11/0510:44:43.697;12.1041;undeuxtroisquatrecinq;0304/12/0500:00:00.696;Y;13041
698;2007/11/0510:44:43.698;12.1042;undeuxtroisquatrecinq;0304/12/0500:00:00.697;Y;13042
699;2007/11/0510:44:43.699;12.1043;undeuxtroisquatrecinq;0304/12/0500:00:00.698;Y;13043
700;2007/11/0510:44:43.700;12.1044;undeuxtroisquatrecinq;0304/12/0500:00:00.699;Y;13044
701;2007/11/0510:44:43.701;12.1045;undeuxtroisquatrecinq;0304/12/0500:00:00.700;Y;13045
702;2007/11/0510:44:43.702;12.1046;undeuxtroisquatrecinq;0304/12/0500:00:00.701;Y;13046
703;2007/11/0510:44:43.703;12.1047;undeuxtroisquatrecinq;0304/12/0500:00:00.702;Y;13047
704;2007/11/0510:44:43.704;12.1048;undeuxtroisquatrecinq;0304/12/0500:00:00.703;Y;13048
705;2007/11/0510:44:43.705;12.1049;undeuxtroisquatrecinq;0304/12/0500:00:00.704;Y;13049
706;2007/11/0510:44:43.706;12.1050;undeuxtroisquatrecinq;0304/12/0500:00:00.705;Y;13050
707;2007/11/0510:44:43.707;12.1051;undeuxtroisquatrecinq;0304/12/0500:00:00.706;Y;13051
708;2007/11/0510:44:43.708;12.1052;undeuxtroisquatrecinq;0304/12/0500:00:00.707;Y;13052
709;2007/11/0510:44:43.709;12.1053;undeuxtroisquatrecinq;0304/12/0500:00:00.708;Y;13053
710;2007/11/0510:44:43.710;12.1054;undeuxtroisquatrecinq;0304/12/0500:00:00.709;Y;13054
711;2007/11/0510:44:43.711;12.1055;undeuxtroisquatrecinq;0304/12/0500:00:00.710;Y;13055
712;2007/11/0510:44:43.712;12.1056;undeuxtroisquatrecinq;0304/12/0500:00:00.711;Y;13056
713;2007/11/0510:44:43.713;12.1057;undeuxtroisquatrecinq;0304/12/0500:00:00.712;Y;13057
714;2007/11/0510:44:43.714;12.1058;undeuxtroisquatrecinq;0304/12/0500:00:00.713;Y;13058
715;2007/11/0510:44:43.715;12.1059;undeuxtroisquatrecinq;0304/12/0500:00:00.714;Y;13059
716;2007/11/0510:44:43.716;12.1060;undeuxtroisquatrecinq;0304/12/0500:00:00.715;Y;13060
717;2007/11/0510:44:43.717;12.1061;undeuxtroisquatrecinq;0304/12/0500:00:00.716;Y;13061
718;2007/11/0510:44:43.718;12.1062;undeuxtroisquatrecinq;0304/12/0500:00:00.717;Y;13062
719;2007/11/0510:44:43.719;12.1063;undeuxtroisquatrecinq;0304/12/0500:00:00.718;Y;13063
720;2007/11/0510:44:43.720;12.1064;undeuxtroisquatrecinq;0304/12/0500:00:00.719;Y;13064
721;2007/11/0510:44:43.721;12.1065;undeuxtroisquatrecinq;0304/12/0500:00:00.720;Y;13065
722;2007/11/0510:44:43.722;12.1066;undeuxtroisquatrecinq;0304/12/0500:00:00.721;Y;13066
723;2007/11/0510:44:43.723;12.1067;undeuxtroisquatrecinq;0304/12/0500:00:00.722;Y;13067
724;2007/11/0510:44:43.724;12.1068;undeuxtroisquatrecinq;0304/12/0500:00:00.723;Y;13068
725;2007/11/0510:44:43.725;12.1069;undeuxtroisquatrecinq;0304/12/0500:00:00.724;Y;13069
726;2007/11/0510:44:43.726;12.1070;undeuxtroisquatrecinq;0304/12/0500:00:00.725;Y;13070
727;2007/11/0510:44:43.727;12.1071;undeuxtroisquatrecinq;0304/12/0500:00:00.726;Y;13071
728;2007/11/0510:44:43.728;12.1072;undeuxtroisquatrecinq;0304/12/0500:00:00.727;Y;13072
729;2007/11/0510:44:43.729;12.1073;undeuxtroisquatrecinq;0304/12/0500:00:00.728;Y;13073
730;2007/11/0510:44:43.730;12.1074;undeuxtroisquatrecinq;0304/12/0500:00:00.729;Y;13074
731;2007/11/0510:44:43.731;12.1075;undeuxtroisquatrecinq;0304/12/0500:00:00.730;Y;13075
732;2007/11/0510:44:43.732;12.1076;undeuxtroisquatrecinq;0304/12/0500:00:00.731;Y;13076
733;2007/11/0510:44:43.733;12.1077;undeuxtroisquatrecinq;0304/12/0500:00:00.732;Y;13077
734;2007/11/0510:44:43.734;12.1078;undeuxtroisquatrecinq;0304/12/0500:00:00.733;Y;13078
735;2007/11/0510:44:43.735;12.1079;undeuxtroisquatrecinq;0304/12/0500:00:00.734;Y;13079
736;2007/11/0510:44:43.736;12.1080;undeuxtroisquatrecinq;0304/12/0500:00:00.735;Y;13080
737;2007/11/0510:44:43.737;12.1081;undeuxtroisquatrecinq;0304/12/0500:00:00.736;Y;13081
738;2007/11/0510:44:43.738;12.1082;undeuxtroisquatrecinq;0304/12/0500:00:00.737;Y;13082
739;2007/11/0510:44:43.739;12.1083;undeuxtroisquatrecinq;0304/12/0500:00:00.738;Y;13083
740;2007/11/0510:44:43.740;12.1084;undeuxtroisquatrecinq;0304/12/0500:00:00.739;Y;13084
741;2007/11/0510:44:43.741;12.1085;undeuxtroisquatrecinq;0304/12/0500:00:00.740;Y;13085
742;2007/11/0510:44:43.742;12.1086;undeuxtroisquatrecinq;0304/12/0500:00:00.741;Y;13086
743;2007/11/0510:44:43.743;12.1087;undeuxtroisquatrecinq;0304/12/0500:00:00.742;Y;13087
744;2007/11/0510:44:43.744;12.1088;undeuxtroisquatrecinq;0304/12/0500:00:00.743;Y;13088
745;2007/11/0510:44:43.745;12.1089;undeuxtroisquatrecinq;0304/12/0500:00:00.744;Y;13089
746;2007/11/0510:44:43.746;12.1090;undeuxtroisquatrecinq;0304/12/0500:00:00.745;Y;13090
747;2007/11/0510:44:43.747;12.1091;undeuxtroisquatrecinq;0304/12/0500:00:00.746;Y;13091
748;2007/11/0510:44:43.748;12.1092;undeuxtroisquatrecinq;0304/12/0500:00:00.747;Y;13092
749;2007/11/0510:44:43.749;12.1093;undeuxtroisquatrecinq;0304/12/0500:00:00.748;Y;13093
750;2007/11/0510:44:43.750;12.1094;undeuxtroisquatrecinq;0304/12/0500:00:00.749;Y;13094
751;2007/11/0510:44:43.751;12.1095;undeuxtroisquatrecinq;0304/12/0500:00:00.750;Y;13095
752;2007/11/0510:44:43.752;12.1096;undeuxtroisquatrecinq;0304/12/0500:00:00.751;Y;13096
753;2007/11/0510:44:43.753;12.1097;undeuxtroisquatrecinq;0304/12/0500:00:00.752;Y;13097
754;2007/11/0510:44:43.754;12.1098;undeuxtroisquatrecinq;0304/12/0500:00:00.753;Y;13098
755;2007/11/0510:44:43.755;12.1099;undeuxtroisquatrecinq;0304/12/0500:00:00.754;Y;13099
756;2007/11/0510:44:43.756;12.1100;undeuxtroisquatrecinq;0304/12/0500:00:00.755;Y;13100
757;2007/11/0510:44:43.757;12.1101;undeuxtroisquatrecinq;0304/12/0500:00:00.756;Y;13101
758;2007/11/0510:44:43.758;12.1102;undeuxtroisquatrecinq;0304/12/0500:00:00.757;Y;13102
759;2007/11/0510:44:43.759;12.1103;undeuxtroisquatrecinq;0304/12/0500:00:00.758;Y;13103
760;2007/11/0510:44:43.760;12.1104;undeuxtroisquatrecinq;0304/12/0500:00:00.759;Y;13104
761;2007/11/0510:44:43.761;12.1105;undeuxtroisquatrecinq;0304/12/0500:00:00.760;Y;13105
762;2007/11/0510:44:43.762;12.1106;undeuxtroisquatrecinq;0304/12/0500:00:00.761;Y;13106
763;2007/11/0510:44:43.763;12.1107;undeuxtroisquatrecinq;0304/12/0500:00:00.762;Y;13107
764;2007/11/0510:44:43.764;12.1108;undeuxtroisquatrecinq;0304/12/0500:00:00.763;Y;13108
765;2007/11/0510:44:43.765;12.1109;undeuxtroisquatrecinq;0304/12/0500:00:00.764;Y;13109
766;2007/11/0510:44:43.766;12.1110;undeuxtroisquatrecinq;0304/12/0500:00:00.765;Y;13110
767;2007/11/0510:44:43.767;12.1111;undeuxtroisquatrecinq;0304/12/0500:00:00.766;Y;13111
768;2007/11/0510:44:43.768;12.1112;undeuxtroisquatrecinq;0304/12/0500:00:00.767;Y;13112
769;2007/11/0510:44:43.769;12.1113;undeuxtroisquatrecinq;0304/12/0500:00:00.768;Y;13113
770;2007/11/0510:44:43.770;12.1114;undeuxtroisquatrecinq;0304/12/0500:00:00.769;Y;13114
771;2007/11/0510:44:43.771;12.1115;undeuxtroisquatrecinq;0304/12/0500:00:00.770;Y;13115
772;2007/11/0510:44:43.772;12.1116;undeuxtroisquatrecinq;0304/12/0500:00:00.771;Y;13116
773;2007/11/0510:44:43.773;12.1117;undeuxtroisquatrecinq;0304/12/0500:00:00.772;Y;13117
774;2007/11/0510:44:43.774;12.1118;undeuxtroisquatrecinq;0304/12/0500:00:00.773;Y;13118
775;2007/11/0510:44:43.775;12.1119;undeuxtroisquatrecinq;0304/12/0500:00:00.774;Y;13119
776;2007/11/0510:44:43.776;12.1120;undeuxtroisquatrecinq;0304/12/0500:00:00.775;Y;13120
777;2007/11/0510:44:43.777;12.1121;undeuxtroisquatrecinq;0304/12/0500:00:00.776;Y;13121
778;2007/11/0510:44:43.778;12.1122;undeuxtroisquatrecinq;0304/12/0500:00:00.777;Y;13122
779;2007/11/0510:44:43.779;12.1123;undeuxtroisquatrecinq;0304/12/0500:00:00.778;Y;13123
780;2007/11/0510:44:43.780;12.1124;undeuxtroisquatrecinq;0304/12/0500:00:00.779;Y;13124
781;2007/11/0510:44:43.781;12.1125;undeuxtroisquatrecinq;0304/12/0500:00:00.780;Y;13125
782;2007/11/0510:44:43.782;12.1126;undeuxtroisquatrecinq;0304/12/0500:00:00.781;Y;13126
783;2007/11/0510:44:43.783;12.1127;undeuxtroisquatrecinq;0304/12/0500:00:00.782;Y;13127
784;2007/11/0510:44:43.784;12.1128;undeuxtroisquatrecinq;0304/12/0500:00:00.783;Y;13128
785;2007/11/0510:44:43.785;12.1129;undeuxtroisquatrecinq;0304/12/0500:00:00.784;Y;13129
786;2007/11/0510:44:43.786;12.1130;undeuxtroisquatrecinq;0304/12/0500:00:00.785;Y;13130
787;2007/11/0510:44:43.787;12.1131;undeuxtroisquatrecinq;0304/12/0500:00:00.786;Y;13131
788;2007/11/0510:44:43.788;12.1132;undeuxtroisquatrecinq;0304/12/0500:00:00.787;Y;13132
789;2007/11/0510:44:43.789;12.1133;undeuxtroisquatrecinq;0304/12/0500:00:00.788;Y;13133
790;2007/11/0510:44:43.790;12.1134;undeuxtroisquatrecinq;0304/12/0500:00:00.789;Y;13134
791;2007/11/0510:44:43.791;12.1135;undeuxtroisquatrecinq;0304/12/0500:00:00.790;Y;13135
792;2007/11/0510:44:43.792;12.1136;undeuxtroisquatrecinq;0304/12/0500:00:00.791;Y;13136
793;2007/11/0510:44:43.793;12.1137;undeuxtroisquatrecinq;0304/12/0500:00:00.792;Y;13137
794;2007/11/0510:44:43.794;12.1138;undeuxtroisquatrecinq;0304/12/0500:00:00.793;Y;13138
795;2007/11/0510:44:43.795;12.1139;undeuxtroisquatrecinq;0304/12/0500:00:00.794;Y;13139
796;2007/11/0510:44:43.796;12.1140;undeuxtroisquatrecinq;0304/12/0500:00:00.795;Y;13140
797;2007/11/0510:44:43.797;12.1141;undeuxtroisquatrecinq;0304/12/0500:00:00.796;Y;13141
798;2007/11/0510:44:43.798;12.1142;undeuxtroisquatrecinq;0304/12/0500:00:00.797;Y;13142
799;2007/11/0510:44:43.799;12.1143;undeuxtroisquatrecinq;0304/12/0500:00:00.798;Y;13143
800;2007/11/0510:44:43.800;12.1144;undeuxtroisquatrecinq;0304/12/0500:00:00.799;Y;13144
801;2007/11/0510:44:43.801;12.1145;undeuxtroisquatrecinq;0304/12/0500:00:00.800;Y;13145
802;2007/11/0510:44:43.802;12.1146;undeuxtroisquatrecinq;0304/12/0500:00:00.801;Y;13146
803;2007/11/0510:44:43.803;12.1147;undeuxtroisquatrecinq;0304/12/0500:00:00.802;Y;13147
804;2007/11/0510:44:43.804;12.1148;undeuxtroisquatrecinq;0304/12/0500:00:00.803;Y;13148
805;2007/11/0510:44:43.805;12.1149;undeuxtroisquatrecinq;0304/12/0500:00:00.804;Y;13149
806;2007/11/0510:44:43.806;12.1150;undeuxtroisquatrecinq;0304/12/0500:00:00.805;Y;13150
807;2007/11/0510:44:43.807;12.1151;undeuxtroisquatrecinq;0304/12/0500:00:00.806;Y;13151
808;2007/11/0510:44:43.808;12.1152;undeuxtroisquatrecinq;0304/12/0500:00:00.807;Y;13152
809;2007/11/0510:44:43.809;12.1153;undeuxtroisquatrecinq;0304/12/0500:00:00.808;Y;13153
810;2007/11/0510:44:43.810;12.1154;undeuxtroisquatrecinq;0304/12/0500:00:00.809;Y;13154
811;2007/11/0510:44:43.811;12.1155;undeuxtroisquatrecinq;0304/12/0500:00:00.810;Y;13155
812;2007/11/0510:44:43.812;12.1156;undeuxtroisquatrecinq;0304/12/0500:00:00.811;Y;13156
813;2007/11/0510:44:43.813;12.1157;undeuxtroisquatrecinq;0304/12/0500:00:00.812;Y;13157
814;2007/11/0510:44:43.814;12.1158;undeuxtroisquatrecinq;0304/12/0500:00:00.813;Y;13158
815;2007/11/0510:44:43.815;12.1159;undeuxtroisquatrecinq;0304/12/0500:00:00.814;Y;13159
816;2007/11/0510:44:43.816;12.1160;undeuxtroisquatrecinq;0304/12/0500:00:00.815;Y;13160
817;2007/11/0510:44:43.817;12.1161;undeuxtroisquatrecinq;0304/12/0500:00:00.816;Y;13161
818;2007/11/0510:44:43.818;12.1162;undeuxtroisquatrecinq;0304/12/0500:00:00.817;Y;13162
819;2007/11/0510:44:43.819;12.1163;undeuxtroisquatrecinq;0304/12/0500:00:00.818;Y;13163
820;2007/11/0510:44:43.820;12.1164;undeuxtroisquatrecinq;0304/12/0500:00:00.819;Y;13164
821;2007/11/0510:44:43.821;12.1165;undeuxtroisquatrecinq;0304/12/0500:00:00.820;Y;13165
822;2007/11/0510:44:43.822;12.1166;undeuxtroisquatrecinq;0304/12/0500:00:00.821;Y;13166
823;2007/11/0510:44:43.823;12.1167;undeuxtroisquatrecinq;0304/12/0500:00:00.822;Y;13167
824;2007/11/0510:44:43.824;12.1168;undeuxtroisquatrecinq;0304/12/0500:00:00.823;Y;13168
825;2007/11/0510:44:43.825;12.1169;undeuxtroisquatrecinq;0304/12/0500:00:00.824;Y;13169
