id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
4228;Crosstracks Car Wash;750 Homewood Ave.;15;14;19/09/1983 07:13;37300;66875.32
4240;Crosstracks Car Wash;2267 Anderson Lane;9;48;06/08/1975 13:27;91912;85664.18
4744;Crosstracks Car Wash;1486 Old Deerfield Rd.;3;3;16/05/1972 11:27;51892;4812.2095
4814;Crosstracks Car Wash;368 Woodland Rd.;31;33;12/08/2001 00:33;63168;13394.419
4816;Crosstracks Car Wash;3901 Chester Ave. Apt. 3C;16;15;11/06/2003 03:53;28240;37132.8
95;Cutter Lawn Mower Repair;929 Brittany Ave.;2;19;26/06/2000 21:27;12956;26816.62
333;Cutter Lawn Mower Repair;662 Lyons Circle;5;4;31/07/1983 01:40;90443;32969.598
341;Cutter Lawn Mower Repair;1714 Clifton Rd.;32;38;30/06/2004 17:13;17212;49581.684
378;Cutter Lawn Mower Repair;433 Burton Ave.;47;27;24/11/1983 13:08;34972;59882.883
603;Cutter Lawn Mower Repair;220 Vine Ave.;27;6;23/12/1980 22:53;67560;28984.4
648;Cutter Lawn Mower Repair;3181 Barkwood Ct.;18;38;01/07/2006 21:27;33088;1904.526
794;Cutter Lawn Mower Repair;1019 Deerfield Rd.;28;10;21/07/2006 01:27;60775;10856.792
1736;Cutter Lawn Mower Repair;746 Judson Place;29;17;08/02/1982 07:07;73534;15384.046
1836;Cutter Lawn Mower Repair;1126 Hillcrest Ave;50;34;02/02/2000 18:15;77328;65268.34
1915;Cutter Lawn Mower Repair;2632 Prarie Ln.;6;25;05/11/1993 11:47;64600;63874.543
2073;Cutter Lawn Mower Repair;12 Craven Way;42;11;11/01/2003 18:53;10030;53500.79
2141;Cutter Lawn Mower Repair;1839 McCraren Rd.;24;49;23/05/1982 12:07;74530;6361.6177
2944;Cutter Lawn Mower Repair;3160 Summit Ave.;27;7;05/10/1978 19:27;2600;12676.537
2963;Cutter Lawn Mower Repair;21 Lakeview Terrace #2312;34;5;30/11/1972 19:33;77810;27164.635
3371;Cutter Lawn Mower Repair;2112 Ravine Drive;37;16;21/05/1977 02:48;25120;7968.9375
3572;Cutter Lawn Mower Repair;313 Grove Ave.;28;19;01/09/2000 10:48;68770;47284.703
3745;Cutter Lawn Mower Repair;1860 Parkside Ln.;11;12;24/02/1990 02:42;79750;1970.7244
3871;Cutter Lawn Mower Repair;969 Saxony Drive;47;22;30/10/1974 01:08;60919;65676.56
4104;Cutter Lawn Mower Repair;54 Lakeview Terrace;35;24;12/09/1989 19:15;85077;6155.944
4132;Cutter Lawn Mower Repair;2632 Prarie Ln.;48;43;30/11/1986 02:00;77682;27855.785
4177;Cutter Lawn Mower Repair;1704 Ridgelee Rd;29;14;23/10/1974 12:33;52976;21940.166
4221;Cutter Lawn Mower Repair;785 Highland place;31;29;06/06/1980 09:15;68740;26904.89
4404;Cutter Lawn Mower Repair;1633 McGovern place;18;37;24/08/1985 11:28;58177;75872.24
4512;Cutter Lawn Mower Repair;1547 Vine;25;36;08/06/2001 12:33;13953;85193.26
4594;Cutter Lawn Mower Repair;2479 Woodridge Drive;15;42;27/11/1972 15:48;87617;74824.23
4770;Cutter Lawn Mower Repair;600 Central Ave.;40;24;07/07/1986 23:40;53449;82368.89
4818;Cutter Lawn Mower Repair;965 Marion Place Apt. 65C;4;45;30/06/1978 05:02;86853;35061.83
61;DBN Bank;456 Grossman Ln.;35;47;02/10/2003 08:08;64493;10448.795
111;DBN Bank;242 Ashland Ave.;20;34;20/12/2000 08:42;13990;24968.564
141;DBN Bank;2600 Winsor Mall;20;15;27/11/1993 11:33;70626;93936.86
251;DBN Bank;550 Sheridan;22;29;04/01/2004 10:27;69238;85990.59
332;DBN Bank;1220 Heather Lane;38;15;01/06/1978 06:35;56241;15805.232
679;DBN Bank;266 Green Bay Rd.;41;40;27/08/1980 13:28;34060;73728.72
788;DBN Bank;1 Twin Oaks Place;25;16;28/12/2000 03:33;44470;83104.734
891;DBN Bank;1920 Sunnyside Ave.;1;15;22/06/1971 09:28;58312;62567.375
893;DBN Bank;1875 Roger Williams Ave.;14;19;16/06/2000 22:33;71225;52291.57
1177;DBN Bank;4763 Blackhawk Rd.;50;38;15/10/2000 19:27;22154;71600.36
1268;DBN Bank;445 Park Ave.;24;6;03/06/1978 14:08;43834;14725.345
1601;DBN Bank;614 green bay Rd.;34;37;29/03/2005 07:47;63789;77650.98
1734;DBN Bank;1185 County line Rd.;43;50;14/03/2000 04:55;66740;99360.234
1885;DBN Bank;969 Saxony Drive;4;13;20/11/1990 11:20;37080;82830.664
2154;DBN Bank;2112 Ravine Drive;44;31;26/07/1972 20:35;5040;2812.4211
2197;DBN Bank;241 Callan Rd.;33;9;24/09/1980 17:13;44160;67184.34
2198;DBN Bank;746 Judson Place;25;39;09/03/2000 13:48;91040;79534.625
2344;DBN Bank;3487 Green Bay Rd.;44;23;18/08/1989 08:08;25018;36348.97
2360;DBN Bank;886 Yale Lane;19;47;23/07/2003 23:40;6660;21660.523
2474;DBN Bank;1287 Glencoe Ave.;5;26;17/06/1977 13:53;44250;32356.727
2497;DBN Bank;1750 Lily Court;8;32;26/08/2006 18:22;40664;29606.03
2544;DBN Bank;812 North Ave.;15;34;04/08/1992 04:47;14000;49854.594
2803;DBN Bank;3100 Trailer Way;43;19;09/09/1978 15:40;16537;46025.387
2893;DBN Bank;785 Highland place;41;49;16/05/2002 09:53;52860;51588.207
2958;DBN Bank;629 Kincaid Ave.;45;29;21/07/2003 16:07;35162;51876.098
2998;DBN Bank;225 Jeffrys Place;48;43;29/10/2002 14:00;8755;19630.512
3091;DBN Bank;406 Trinity Ct.;46;2;28/01/1975 16:53;78434;37413.914
3279;DBN Bank;465 Stratford Rd.;47;1;18/01/1977 09:22;38640;52752.496
3522;DBN Bank;2148 Eastview Dr.;44;48;10/12/2000 03:22;30597;88888.91
3677;DBN Bank;1 Twin Oaks Place;41;28;14/07/1993 06:22;48000;4772.98
3751;DBN Bank;12 Broadview Lane;19;30;16/10/1972 06:07;86224;88460.195
3851;DBN Bank;12 Fort Sheriden Ave.;28;30;04/08/2000 02:07;49145;53600.45
4016;DBN Bank;857 Woodbine Rd;37;26;14/07/1990 04:48;93840;49733.777
4123;DBN Bank;1234 Devonshire Court;43;26;06/05/1980 03:15;26139;54340.81
4179;DBN Bank;2936 Arlington Ave.;41;27;30/09/1983 21:00;23920;88541.13
118;Dapper's Antiques;2024 St.Johns Ave.;19;23;16/02/2007 04:27;14295;34862.703
348;Dapper's Antiques;175 beech St.;19;24;20/02/1998 18:40;85176;33630.074
479;Dapper's Antiques;1077 Court Ave.;36;28;16/03/1992 06:28;40480;34056.27
708;Dapper's Antiques;812 North Ave.;24;18;18/12/2004 14:15;60604;7328.3765
815;Dapper's Antiques;45 South Deer Creek Drive;46;47;29/03/2000 17:33;26580;74533.336
905;Dapper's Antiques;2510 Crain;7;18;22/09/1990 19:15;37824;12254.193
924;Dapper's Antiques;367Bluebird Terr.;7;48;14/01/1970 01:08;45364;95364.53
1192;Dapper's Antiques;1679 McCraren;28;16;02/03/1975 21:22;29938;38574.664
1285;Dapper's Antiques;1436 Waverly Rd.;28;3;16/02/2001 02:00;81520;7860.222
1382;Dapper's Antiques;3062 Lindenwood Ln.;44;6;12/10/1987 02:20;35054;57382.195
1668;Dapper's Antiques;1009 marvel Way;7;27;20/06/1985 15:55;28375;42496.656
1718;Dapper's Antiques;2224 Sherman Rd.;20;29;22/01/2005 04:15;4150;55108.516
1859;Dapper's Antiques;1482 Concorde Circle;5;43;28/03/1983 00:40;26790;65120.934
1881;Dapper's Antiques;1658 Second St.;30;40;07/02/2006 04:13;35665;44960.6
1900;Dapper's Antiques;628 Orwenstensia;49;44;31/08/1999 12:47;2016;32206.914
2018;Dapper's Antiques;21 Lakeview Terrace #2312;9;12;07/05/1971 02:22;5480;70224.64
2097;Dapper's Antiques;1907 S. Prospect Ave.;27;27;16/09/2001 01:27;6162;49870.516
2120;Dapper's Antiques;367Bluebird Terr.;23;29;01/01/2001 09:08;22056;22208.96
2448;Dapper's Antiques;3150 Skokie Valley Rd.;9;45;28/02/1975 22:53;83358;17642.854
2576;Dapper's Antiques;45 South Deer Creek Drive;32;19;23/01/1986 10:27;73128;34490.57
2740;Dapper's Antiques;1752 Clinton Ave.;6;12;04/10/2001 18:22;36096;90430.04
2992;Dapper's Antiques;1547 Vine;15;25;14/03/1978 05:07;94720;70784.19
3014;Dapper's Antiques;929 Brittany Ave.;16;48;27/06/1992 07:42;92520;37080.914
3220;Dapper's Antiques;54 Lakeview Terrace;14;23;22/07/2004 04:35;9428;48564.34
3495;Dapper's Antiques;1915 Lewis Ln.  Apt 13;36;12;06/08/2001 16:47;41640;4751.133
4234;Dapper's Antiques;1077 Court Ave.;35;6;09/11/1971 09:35;1848;56026.934
4312;Dapper's Antiques;643 De Temple Rd.;14;35;04/08/1977 17:27;21805;61512.344
4570;Dapper's Antiques;770 Exmoor Rd.;22;12;03/09/1974 18:07;72303;556.3566
4785;Dapper's Antiques;1245 Eastwood;23;22;05/01/2000 03:20;96524;37200.3
4844;Dapper's Antiques;2632 Prarie Ln.;15;2;30/08/1975 20:47;21492;14808.986
4878;Dapper's Antiques;4522 N. Greenview Apt. 1B;37;32;25/06/1985 07:02;58450;78478.414
15;Darcy Frame and Matting Servic;1633 McGovern place;21;28;20/10/1987 12:22;46096;31014.83
165;Darcy Frame and Matting Servic;42 Valley Rd.;37;46;15/08/2006 13:40;63840;72035.48
202;Darcy Frame and Matting Servic;220 Vine Ave.;5;15;30/04/1993 21:00;91758;2522.0059
414;Darcy Frame and Matting Servic;505 N. Frances St.;16;39;08/03/1998 23:33;53900;77774.984
488;Darcy Frame and Matting Servic;1535 Knollwood Drive;17;36;21/09/1971 19:55;54016;6915.664
608;Darcy Frame and Matting Servic;1912 Old Briar Lane #2;22;16;12/12/1993 01:33;68035;1478.7015
633;Darcy Frame and Matting Servic;2045 St. johns Ave.;36;45;23/02/1993 20:40;92305;77568.51
872;Darcy Frame and Matting Servic;1101 Deerfield Place;47;48;21/03/1970 00:28;7200;95831.03
885;Darcy Frame and Matting Servic;1619 Judson Ave. Apt #34B;17;9;15/01/1986 19:07;45848;92335.32
1037;Darcy Frame and Matting Servic;3181 Barkwood Ct.;20;17;26/11/1993 07:47;14496;81728.164
1182;Darcy Frame and Matting Servic;2479 Woodridge Drive;35;37;07/09/2000 05:13;59934;56394.957
1303;Darcy Frame and Matting Servic;1777 balsamic Ave.;46;21;25/10/1974 20:07;94904;74465.32
1325;Darcy Frame and Matting Servic;969 Saxony Drive;14;20;04/07/2001 13:13;5342;6804.8916
1532;Darcy Frame and Matting Servic;770 Exmoor Rd.;42;37;16/06/1978 16:47;41280;22400.531
1567;Darcy Frame and Matting Servic;367Bluebird Terr.;5;12;11/05/2004 10:22;15594;99576.71
1687;Darcy Frame and Matting Servic;1235 Easton Rd.;9;14;13/09/1996 16:08;97000;40513.625
1865;Darcy Frame and Matting Servic;654 Walnut Rd.;36;50;13/03/1970 18:13;22988;38319.64
1974;Darcy Frame and Matting Servic;574 Chicago Ave.;15;33;08/01/2006 06:00;7596;20179.66
2057;Darcy Frame and Matting Servic;406 Trinity Ct.;49;11;18/07/1998 23:13;61452;66574.93
2132;Darcy Frame and Matting Servic;1715 Chicago Ave.;49;2;07/09/2002 13:00;68824;56130.723
2243;Darcy Frame and Matting Servic;511 Maple Ave.  Apt. 1B;42;7;26/11/2006 03:48;56480;2864.583
2291;Darcy Frame and Matting Servic;218 Oakridge Ave.;42;7;11/11/2004 13:22;62240;2111.5266
2332;Darcy Frame and Matting Servic;244 Briar Ln;16;41;07/09/2003 21:42;98190;50397.65
3024;Darcy Frame and Matting Servic;2870 Skokie Rd.;45;44;26/06/1983 19:27;18348;52074.92
3353;Darcy Frame and Matting Servic;1220 Heather Lane;28;17;25/06/2001 13:40;84032;55155.35
3787;Darcy Frame and Matting Servic;310 Walker Ave.;33;16;11/05/1970 08:47;76402;88316.805
3849;Darcy Frame and Matting Servic;2510 Crain;26;45;02/12/2001 13:33;18705;89458.77
3857;Darcy Frame and Matting Servic;1795 Lake Cook Rd.;8;3;26/01/2003 10:55;70086;17140.588
4630;Darcy Frame and Matting Servic;406 Trinity Ct.;39;4;10/10/1985 14:47;22202;40822.37
4667;Darcy Frame and Matting Servic;1660 Park Ave.;29;23;26/08/2006 05:42;19500;72768.266
4837;Darcy Frame and Matting Servic;807 Old Trail Rd.;41;27;01/11/2006 07:48;24610;90232.85
4849;Darcy Frame and Matting Servic;12 Broadview Lane;36;47;11/02/1997 22:27;56210;51190.73
83;Dean Barnett Furniture Repair;2922 Twin Oaks Drive;18;46;25/03/2001 19:33;95750;28880.057
736;Dean Barnett Furniture Repair;12 Craven Way;34;29;21/11/2003 01:35;83966;53017.008
876;Dean Barnett Furniture Repair;616 Cobblestone Cir.;9;29;05/03/2003 21:33;24426;70844.055
1184;Dean Barnett Furniture Repair;38976 Forest View Rd.;45;50;04/04/1978 08:42;55643;45235.46
1234;Dean Barnett Furniture Repair;445 Park Ave.;20;50;17/08/1992 15:00;83396;57352.617
1381;Dean Barnett Furniture Repair;1155 Ridgewood Drive;11;42;05/02/1982 23:33;8285;16372.878
1680;Dean Barnett Furniture Repair;244 Briar Ln;42;41;21/06/1986 02:07;66168;62666.336
1706;Dean Barnett Furniture Repair;445 Park Ave.;35;27;21/11/1987 13:33;27761;7232.697
1724;Dean Barnett Furniture Repair;3150 Skokie Valley Rd.;4;22;03/02/1987 14:13;79088;58422.695
1891;Dean Barnett Furniture Repair;2505 Allison ct.;44;42;19/07/2003 08:33;39201;5820.5415
2211;Dean Barnett Furniture Repair;2632 Prarie Ln.;36;18;09/05/2002 11:13;45160;81584.99
2312;Dean Barnett Furniture Repair;2220 Grant Blvd.;4;36;02/05/2005 05:55;47582;5340.246
2421;Dean Barnett Furniture Repair;77 Blackhawk Rd;41;27;09/04/2006 13:27;63983;24840.818
2796;Dean Barnett Furniture Repair;242 Ashland Ave.;23;22;02/02/2005 22:13;10105;84988.96
3002;Dean Barnett Furniture Repair;1486 Old Deerfield Rd.;18;10;18/09/1994 04:47;78334;51290.242
3053;Dean Barnett Furniture Repair;1660 Park Ave.;8;24;19/01/1993 07:08;52620;47744.59
3609;Dean Barnett Furniture Repair;266 Green Bay Rd.;50;34;06/05/1983 10:07;84936;20124.836
3903;Dean Barnett Furniture Repair;1065 Hillcrest Circle;42;42;30/08/2002 01:28;26564;39817.23
4160;Dean Barnett Furniture Repair;2922 Twin Oaks Drive;47;50;08/02/2004 14:53;87812;82160.32
4379;Dean Barnett Furniture Repair;1660 Park Ave.;45;6;09/04/1982 00:27;37694;58542.25
4421;Dean Barnett Furniture Repair;1619 Judson Ave. Apt #34B;25;33;26/01/1997 17:33;85754;1920.3969
4500;Dean Barnett Furniture Repair;3487 Green Bay Rd.;49;15;09/05/1980 14:35;11482;30176.75
4528;Dean Barnett Furniture Repair;807 Old Trail Rd.;16;29;24/04/1972 01:35;68233;54960.914
4656;Dean Barnett Furniture Repair;1185 County line Rd.;1;26;14/03/1972 22:27;23682;42394.895
4673;Dean Barnett Furniture Repair;425 Lake Ave.;50;12;15/04/2000 23:47;45427;17246.74
240;Dean Grant Buick and Crysler;1482 Concorde Circle;44;15;15/08/2000 15:53;52540;39680.164
372;Dean Grant Buick and Crysler;511 Maple Ave.  Apt. 1B;3;28;19/03/1975 11:20;34789;1480.2612
665;Dean Grant Buick and Crysler;3100 Trailer Way;26;21;22/03/1972 08:13;56800;24859.719
812;Dean Grant Buick and Crysler;812 North Ave.;24;16;03/02/2001 22:42;95550;44771.23
1059;Dean Grant Buick and Crysler;1715 Chicago Ave.;9;25;24/08/2002 15:40;80040;2336.0825
1102;Dean Grant Buick and Crysler;1658 Second St.;46;43;25/10/1970 10:53;18822;723.008
1599;Dean Grant Buick and Crysler;445 Park Ave.;9;6;05/01/1997 01:22;8425;8192.69
1932;Dean Grant Buick and Crysler;2678 Sheridan Rd.;38;14;07/03/1970 23:20;51218;65450.945
2236;Dean Grant Buick and Crysler;929 Brittany Ave.;30;20;05/01/1974 06:40;6504;54628.93
2442;Dean Grant Buick and Crysler;1547 Vine;4;43;07/11/2004 07:20;67536;86412.27
2481;Dean Grant Buick and Crysler;201-C Frontage Rd.;12;1;04/11/2005 05:33;42558;84502.34
2516;Dean Grant Buick and Crysler;1907 S. Prospect Ave.;24;32;29/02/1980 19:20;38412;79536.46
2628;Dean Grant Buick and Crysler;2600 Winsor Mall;35;48;11/09/2007 09:40;11664;68887.78
2679;Dean Grant Buick and Crysler;1912 Old Briar Lane #2;22;7;25/05/2006 08:20;6092;35852.76
2864;Dean Grant Buick and Crysler;425 Lake Ave.;1;15;09/08/1996 04:07;69153;68238.664
2984;Dean Grant Buick and Crysler;4522 N. Greenview Apt. 1B;42;43;21/04/2006 03:13;69048;65069.64
2996;Dean Grant Buick and Crysler;367Bluebird Terr.;37;10;24/06/1993 14:08;43828;76868.0
3178;Dean Grant Buick and Crysler;266 Green Bay Rd.;47;24;27/11/1985 08:15;58400;94757.664
3182;Dean Grant Buick and Crysler;302-A Crestwood Village Rd.;24;10;16/05/2002 17:42;2258;87076.84
3352;Dean Grant Buick and Crysler;1233 Arbor Rd.;19;25;12/05/2007 11:55;86561;64420.164
3978;Dean Grant Buick and Crysler;367Bluebird Terr.;43;23;12/06/2000 10:22;74304;11540.778
3992;Dean Grant Buick and Crysler;465 Stratford Rd.;23;25;22/01/2007 12:02;25990;31186.217
4180;Dean Grant Buick and Crysler;886 Yale Lane;49;17;17/08/2000 18:47;11534;47124.414
4820;Dean Grant Buick and Crysler;3344 Beachwood Ln.;48;19;25/08/2006 22:33;46760;15112.024
89;Deer Lake Inn;1 Twin Oaks Place;22;21;11/10/1978 14:20;51284;54796.695
234;Deer Lake Inn;1701 W. Mellody Rd.;40;35;01/07/1985 11:00;95531;94767.78
279;Deer Lake Inn;425 Lake Ave.;32;21;27/03/1977 16:15;84094;23867.02
419;Deer Lake Inn;511 Hill;38;34;05/08/1989 14:35;82752;28310.027
830;Deer Lake Inn;367Bluebird Terr.;40;26;27/03/1971 05:33;20164;81980.01
1070;Deer Lake Inn;1575 Oakwood Ave.;4;12;05/01/1978 05:48;55188;83249.53
1360;Deer Lake Inn;266 Green Bay Rd.;25;30;04/10/2001 10:47;47616;73694.87
1503;Deer Lake Inn;115 Pleasent Ave.;40;6;30/07/2007 13:53;2139;40240.773
1937;Deer Lake Inn;616 Cobblestone Cir.;27;31;31/10/2000 14:15;67320;9951.455
2142;Deer Lake Inn;917 Fairview Ave.  Apt. 982;13;9;16/02/1974 15:20;34200;2980.056
2404;Deer Lake Inn;313 Grove Ave.;47;16;07/10/1970 07:02;17670;4529.6973
2724;Deer Lake Inn;969 Saxony Drive;20;33;16/02/2003 03:48;28462;65680.37
2910;Deer Lake Inn;1101 Deerfield Place;25;28;26/01/1989 06:40;49326;25121.064
2987;Deer Lake Inn;969 Saxony Drive;10;43;05/08/1977 12:08;31692;48924.277
3221;Deer Lake Inn;367Bluebird Terr.;23;35;10/03/1982 16:55;75860;7216.838
3725;Deer Lake Inn;614 green bay Rd.;42;30;24/07/1978 04:47;67832;5280.0
3922;Deer Lake Inn;59 Cordon Terr.;29;23;17/03/1987 17:20;91588;32575.5
3963;Deer Lake Inn;3148 cottonwood Ct.;8;38;27/09/1983 09:40;75348;49230.574
4024;Deer Lake Inn;886 Yale Lane;21;18;28/04/1997 05:00;75712;19064.217
4030;Deer Lake Inn;266 Green Bay Rd.;18;33;09/07/2006 00:07;32481;35392.566
4048;Deer Lake Inn;12 Craven Way;2;45;09/06/1990 03:53;39335;43320.05
4055;Deer Lake Inn;224  Highwood Ave.;23;11;10/06/1982 04:22;83050;30118.266
4161;Deer Lake Inn;1019 Deerfield Rd.;21;19;06/12/1997 09:20;94310;65300.316
4304;Deer Lake Inn;750 Homewood Ave.;50;7;27/12/1970 06:28;82641;68701.85
4530;Deer Lake Inn;1915 Lewis Ln.  Apt 13;38;35;20/12/1996 05:33;8540;4284.433
4701;Deer Lake Inn;1701 W. Mellody Rd.;12;9;27/08/2006 02:20;93574;82640.43
4908;Deer Lake Inn;3901 Chester Ave. Apt. 3C;50;13;09/07/1990 22:47;51640;62422.043
206;Dependable Plumbing and Sewer;4763 Blackhawk Rd.;24;37;03/11/2007 05:22;19756;54886.184
225;Dependable Plumbing and Sewer;1920 Sunnyside Ave.;35;13;08/06/2005 15:53;19531;77948.21
387;Dependable Plumbing and Sewer;59 Cordon Terr.;44;47;10/03/1993 21:47;62804;88563.414
527;Dependable Plumbing and Sewer;574 Chicago Ave.;43;41;07/03/1990 16:28;31559;44200.22
828;Dependable Plumbing and Sewer;669 Kikaid;21;3;15/06/1992 17:55;15272;44135.312
859;Dependable Plumbing and Sewer;1550 Ridge Rd.;25;43;29/09/1987 16:22;46727;42789.63
1750;Dependable Plumbing and Sewer;618 Sheriden rd.;46;28;24/11/1989 16:15;23795;93008.555
1800;Dependable Plumbing and Sewer;1019 Deerfield Rd.;15;21;19/03/2002 01:07;36976;46196.652
2022;Dependable Plumbing and Sewer;3385 University Ave.;24;45;14/02/1978 18:02;34344;69452.67
2140;Dependable Plumbing and Sewer;673 Calais Drive;44;40;19/03/2005 02:40;38344;5228.286
2203;Dependable Plumbing and Sewer;1233 Arbor Rd.;8;29;26/08/1987 08:07;57928;51756.93
2428;Dependable Plumbing and Sewer;1633 McGovern place;23;15;17/03/2007 02:53;12150;57494.984
2652;Dependable Plumbing and Sewer;406 Trinity Ct.;23;38;07/06/1996 16:07;15585;80175.88
2997;Dependable Plumbing and Sewer;1831 Beverly Place #9D;3;43;28/08/2001 13:00;15859;23925.46
3481;Dependable Plumbing and Sewer;1482 Concorde Circle;43;18;12/05/1975 12:48;69696;70180.49
3594;Dependable Plumbing and Sewer;3385 University Ave.;17;17;18/05/2000 21:40;12495;24320.188
3699;Dependable Plumbing and Sewer;139 Bay Colony Dr.;43;1;28/10/1972 07:00;98432;88544.984
3780;Dependable Plumbing and Sewer;1799 Rosemary Way;45;33;25/09/1982 01:00;99840;50915.016
4035;Dependable Plumbing and Sewer;3901 Chester Ave. Apt. 3C;21;19;04/01/1977 21:07;21083;63554.89
4124;Dependable Plumbing and Sewer;201-C Frontage Rd.;10;5;19/02/2007 06:42;71248;96928.46
4394;Dependable Plumbing and Sewer;616 Cobblestone Cir.;50;7;12/10/2001 02:07;16100;14752.777
4477;Dependable Plumbing and Sewer;1949 Cloverdale Rd.;23;36;29/06/1975 19:53;60001;44768.94
4537;Dependable Plumbing and Sewer;45 South Deer Creek Drive;42;16;31/07/2000 14:47;55200;27058.525
4695;Dependable Plumbing and Sewer;1679 McCraren;39;43;01/08/2004 23:40;68703;84482.91
323;Derbin Contracting Services;1482 Concorde Circle;15;5;06/02/1985 17:47;22391;91988.88
410;Derbin Contracting Services;218 Oakridge Ave.;34;7;06/08/1985 08:07;45514;23645.844
435;Derbin Contracting Services;726 White Oaks Ave.;25;36;08/04/1980 07:35;82364;25110.414
1236;Derbin Contracting Services;750 Homewood Ave.;47;7;06/12/2005 15:20;53218;29920.3
1290;Derbin Contracting Services;886 Yale Lane;6;22;26/10/2004 18:33;11658;92774.53
1300;Derbin Contracting Services;654 Walnut Rd.;9;32;18/09/1994 04:47;40721;42239.594
1391;Derbin Contracting Services;1860 Parkside Ln.;8;44;18/07/1994 03:53;22310;82822.15
1440;Derbin Contracting Services;355 Golf Rd.;9;40;05/10/2002 09:28;22320;3440.692
1546;Derbin Contracting Services;511 Hill;47;15;18/03/2001 20:53;39350;98204.17
1573;Derbin Contracting Services;1486 Old Deerfield Rd.;2;45;22/02/1977 11:47;79016;55972.695
1673;Derbin Contracting Services;628 Orwenstensia;40;43;15/07/2005 16:47;89870;26600.713
2247;Derbin Contracting Services;3385 University Ave.;43;47;11/12/1978 21:33;29016;33266.785
2258;Derbin Contracting Services;1660 Park Ave.;46;11;21/12/1972 04:27;93494;21725.9
2287;Derbin Contracting Services;244 Briar Ln;19;33;06/02/1994 09:35;27825;38935.71
2451;Derbin Contracting Services;225 Jeffrys Place;43;4;09/02/1980 06:55;32804;32448.889
2599;Derbin Contracting Services;3150 Skokie Valley Rd.;30;43;23/04/2007 04:47;36040;54822.41
2722;Derbin Contracting Services;1660 Park Ave.;41;39;04/03/1986 06:00;69716;31680.97
2752;Derbin Contracting Services;2045 St. johns Ave.;9;46;06/04/1997 05:13;86770;88884.055
3176;Derbin Contracting Services;1777 balsamic Ave.;1;11;20/09/1983 11:00;23544;10058.856
3362;Derbin Contracting Services;616 Cobblestone Cir.;16;28;06/05/1977 21:53;12918;10250.373
3716;Derbin Contracting Services;1550 Ridge Rd.;30;42;17/01/1994 17:22;16588;7824.3247
3761;Derbin Contracting Services;1575 Oak Ave.  Apt. 2C;10;9;20/08/2006 15:53;42953;17335.627
3768;Derbin Contracting Services;1270 Linden Ave.;1;46;16/12/2000 18:27;95712;62392.21
3792;Derbin Contracting Services;1126 Hillcrest Ave;7;16;26/01/2000 12:53;8525;97614.02
4091;Derbin Contracting Services;1715 Chicago Ave.;48;38;17/10/1998 05:53;74720;30762.502
4097;Derbin Contracting Services;201-C Frontage Rd.;46;5;11/10/1970 03:27;14264;2440.723
4437;Derbin Contracting Services;12 Fort Sheriden Ave.;48;29;12/03/1971 12:02;26895;80865.66
4556;Derbin Contracting Services;1831 Beverly Place #9D;1;36;26/08/1977 00:33;32726;32288.422
4763;Derbin Contracting Services;671 Blackstone Ave.;18;4;02/01/1974 02:55;79854;97732.734
4792;Derbin Contracting Services;218 Oakridge Ave.;26;23;13/03/2005 02:53;67479;22400.96
4925;Derbin Contracting Services;1660 Park Ave.;7;12;31/05/1971 18:47;17726;16068.956
4947;Derbin Contracting Services;1287 Glencoe Ave.;7;3;07/11/1983 04:28;37177;73260.36
96;Doerner's Awnings and Canopies;616 Cobblestone Cir.;26;28;04/12/2001 13:33;90760;19776.166
188;Doerner's Awnings and Canopies;618 Sheriden rd.;16;31;20/03/2006 15:08;38583;21529.223
284;Doerner's Awnings and Canopies;671 Blackstone Ave.;32;42;05/05/1978 15:42;21538;65656.99
322;Doerner's Awnings and Canopies;433 Burton Ave.;1;7;02/02/1987 10:27;62278;90460.63
471;Doerner's Awnings and Canopies;1839 McCraren Rd.;36;27;28/04/1982 17:40;94503;84156.97
474;Doerner's Awnings and Canopies;175 beech St.;39;46;19/02/1993 22:13;89420;70844.164
583;Doerner's Awnings and Canopies;2632 Prarie Ln.;26;31;29/01/1996 14:55;38166;55147.01
607;Doerner's Awnings and Canopies;1777 balsamic Ave.;26;17;16/11/1989 06:13;95036;39714.72
686;Doerner's Awnings and Canopies;671 Blackstone Ave.;12;18;10/11/1992 20:28;47560;35024.926
693;Doerner's Awnings and Canopies;1715 Chicago Ave.;50;20;06/02/1992 18:13;29550;54577.82
1131;Doerner's Awnings and Canopies;310 Walker Ave.;3;30;28/05/2001 23:27;60765;51172.95
1144;Doerner's Awnings and Canopies;1875 Roger Williams Ave.;12;5;23/09/1986 23:53;93609;54117.027
1308;Doerner's Awnings and Canopies;1575 Oakwood Ave.;45;9;28/04/1986 09:13;69828;58776.33
1647;Doerner's Awnings and Canopies;1949 Cloverdale Rd.;47;16;10/08/2006 12:22;65173;33673.93
1999;Doerner's Awnings and Canopies;2112 Ravine Drive;12;39;05/09/2001 15:27;86128;66332.03
2026;Doerner's Awnings and Canopies;355 Golf Rd.;10;47;07/05/1994 09:40;74900;66064.96
2234;Doerner's Awnings and Canopies;2045 St. johns Ave.;7;1;16/01/2000 09:35;1307;54966.766
2399;Doerner's Awnings and Canopies;115 Pleasent Ave.;12;12;26/02/1996 18:40;3972;58650.043
