sequence,now,first,second,third,fourth,fifth
2239,2007/11/0510:44:43.223,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.223,Y,14583
2240,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.223,Y,14584
2241,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14585
2242,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14586
2243,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14587
2244,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14588
2245,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14589
2246,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14590
2247,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14591
2248,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14592
2249,2007/11/0510:44:43.224,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14593
2250,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.224,Y,14594
2251,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14595
2252,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14596
2253,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14597
2254,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14598
2255,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14599
2256,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14600
2257,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14601
2258,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14602
2259,2007/11/0510:44:43.225,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14603
2260,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.225,Y,14604
2261,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14605
2262,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14606
2263,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14607
2264,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14608
2265,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14609
2266,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14610
2267,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14611
2268,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14612
2269,2007/11/0510:44:43.226,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14613
2270,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.226,Y,14614
2271,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14615
2272,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14616
2273,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14617
2274,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14618
2275,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14619
2276,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14620
2277,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14621
2278,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14622
2279,2007/11/0510:44:43.227,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14623
2280,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.227,Y,14624
2281,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14625
2282,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14626
2283,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14627
2284,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14628
2285,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14629
2286,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14630
2287,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14631
2288,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14632
2289,2007/11/0510:44:43.228,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14633
2290,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.228,Y,14634
2291,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14635
2292,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14636
2293,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14637
2294,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14638
2295,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14639
2296,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14640
2297,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14641
2298,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14642
2299,2007/11/0510:44:43.229,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14643
2300,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.229,Y,14644
2301,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14645
2302,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14646
2303,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14647
2304,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14648
2305,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14649
2306,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14650
2307,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14651
2308,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14652
2309,2007/11/0510:44:43.230,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14653
2310,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.230,Y,14654
2311,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14655
2312,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14656
2313,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14657
2314,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14658
2315,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14659
2316,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14660
2317,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14661
2318,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14662
2319,2007/11/0510:44:43.231,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14663
2320,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.231,Y,14664
2321,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14665
2322,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14666
2323,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14667
2324,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14668
2325,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14669
2326,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14670
2327,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14671
2328,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14672
2329,2007/11/0510:44:43.232,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14673
2330,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.232,Y,14674
2331,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14675
2332,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14676
2333,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14677
2334,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14678
2335,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14679
2336,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14680
2337,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14681
2338,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14682
2339,2007/11/0510:44:43.233,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14683
2340,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.233,Y,14684
2341,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14685
2342,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14686
2343,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14687
2344,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14688
2345,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14689
2346,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14690
2347,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14691
2348,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14692
2349,2007/11/0510:44:43.234,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14693
2350,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.234,Y,14694
2351,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14695
2352,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14696
2353,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14697
2354,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14698
2355,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14699
2356,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14700
2357,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14701
2358,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14702
2359,2007/11/0510:44:43.235,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14703
2360,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.235,Y,14704
2361,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14705
2362,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14706
2363,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14707
2364,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14708
2365,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14709
2366,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14710
2367,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14711
2368,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14712
2369,2007/11/0510:44:43.236,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14713
2370,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.236,Y,14714
2371,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14715
2372,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14716
2373,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14717
2374,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14718
2375,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14719
2376,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14720
2377,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14721
2378,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14722
2379,2007/11/0510:44:43.237,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14723
2380,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.237,Y,14724
2381,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14725
2382,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14726
2383,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14727
2384,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14728
2385,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14729
2386,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14730
2387,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14731
2388,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14732
2389,2007/11/0510:44:43.238,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14733
2390,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.238,Y,14734
2391,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14735
2392,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14736
2393,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14737
2394,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14738
2395,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14739
2396,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14740
2397,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14741
2398,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14742
2399,2007/11/0510:44:43.239,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14743
2400,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.239,Y,14744
2401,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14745
2402,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14746
2403,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14747
2404,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14748
2405,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14749
2406,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14750
2407,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14751
2408,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14752
2409,2007/11/0510:44:43.240,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14753
2410,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.240,Y,14754
2411,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14755
2412,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14756
2413,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14757
2414,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14758
2415,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14759
2416,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14760
2417,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14761
2418,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14762
2419,2007/11/0510:44:43.241,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14763
2420,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.241,Y,14764
2421,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14765
2422,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14766
2423,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14767
2424,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14768
2425,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14769
2426,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14770
2427,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14771
2428,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14772
2429,2007/11/0510:44:43.242,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14773
2430,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.242,Y,14774
2431,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14775
2432,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14776
2433,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14777
2434,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14778
2435,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14779
2436,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14780
2437,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14781
2438,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14782
2439,2007/11/0510:44:43.243,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14783
2440,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.243,Y,14784
2441,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14785
2442,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14786
2443,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14787
2444,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14788
2445,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14789
2446,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14790
2447,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14791
2448,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14792
2449,2007/11/0510:44:43.244,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14793
2450,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.244,Y,14794
2451,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14795
2452,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14796
2453,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14797
2454,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14798
2455,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14799
2456,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14800
2457,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14801
2458,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14802
2459,2007/11/0510:44:43.245,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14803
2460,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.245,Y,14804
2461,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14805
2462,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14806
2463,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14807
2464,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14808
2465,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14809
2466,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14810
2467,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14811
2468,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14812
2469,2007/11/0510:44:43.246,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14813
2470,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.246,Y,14814
2471,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14815
2472,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14816
2473,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14817
2474,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14818
2475,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14819
2476,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14820
2477,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14821
2478,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14822
2479,2007/11/0510:44:43.247,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14823
2480,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.247,Y,14824
2481,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14825
2482,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14826
2483,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14827
2484,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14828
2485,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14829
2486,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14830
2487,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14831
2488,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14832
2489,2007/11/0510:44:43.248,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14833
2490,2007/11/0510:44:43.249,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.248,Y,14834
2491,2007/11/0510:44:43.249,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.249,Y,14835
2492,2007/11/0510:44:43.249,12.3,undeuxtroisquatrecinq,0304/12/0500:00:00.249,Y,14836
